ImageId,PredictionString
ID_d2617ce65,0.15349445 0.0027281931105944024 -3.099444570141383 -3.5186247578722667 11.768211871276309 52.67515182495117 0.47220268613642924 0.14438415 0.0005863198889509919 -3.104312094049998 10.287820225511052 11.910031290964254 52.58834958076477 0.24980835417946315 0.15495668 -0.0006772147534772348 -3.099415289359637 2.4906302889329863 8.239228357376913 33.22973847389221 0.3420660695868869 0.14740755 0.05636739527526734 -3.0997809303277215 12.570879404162731 10.369638405230061 42.4417644739151 0.4040869751031484 0.14906421 1.6059580181687565 -3.113445259752222 15.735019536251789 6.210219273272462 21.979545056819916 0.3577035849168679 0.1452143 0.016233614528225394 -3.0889226106279573 3.377163368203302 4.136532658509305 10.381501168012619 0.3001003768011604
ID_da24ed46f,0.1294989 1.8042396548201294 -3.117214797186204 27.635667675958032 11.441002708100385 73.84847402572632 0.2000504907249168 0.15521781 0.09706692851457262 -3.101107506203004 5.843291540104281 23.304531984740105 140.51446914672852 0.19054749404139296 0.15296558 -0.00693151673288626 -3.1051258129351815 5.586709168975015 19.20154994219176 118.6655044555664 0.3597125269898845 0.15052599 0.31265537091956497 -3.1133612674945077 19.653193289970865 11.491338315537392 67.1621322631836 0.42096612652618015 0.13769081 -1.3720269052716463 -3.1360107866399964 23.13263401940929 12.367731529129163 73.03547263145447 0.18615413634779984 0.15473276 1.745581962584869 -3.1189836022728166 28.1662512613594 11.62683116542239 70.0212836265564 0.23066218676981518 0.15017787 1.767743264014968 -3.124313000711151 30.968020431792425 8.980468476488957 54.75189685821533 0.39387964411975573
ID_5acf8849e,0.15292218 3.1158901581392593 -3.1275283881747207 -12.284294515955219 12.346016469882352 74.3648886680603 0.32986206331933104 0.14982183 -3.136811415579971 -3.129484837996312 -12.61695590404401 14.032934080172941 84.29020643234253 0.18330495240622538 0.1476676 -3.1112766352592804 -3.1264511124515018 -12.236381701672329 7.392173260478344 42.47743785381317 0.4732920532361932 0.14188136 3.0978155769289732 -3.1268601809912404 -11.746461324947067 9.144051483034724 50.52978992462158 0.35965254971231597 0.16039428 3.0751321159261655 3.1396442261808595 -13.154577843392147 11.637783905630137 66.02169275283813 0.4282223836362705 0.1583833 3.072289477125612 -3.132324172305413 -14.226143335666123 13.05029862392003 75.21529793739319 0.5062455356701016 0.1494168 -3.1119903532657136 -3.1237885766946754 -6.07882699501751 8.844482610164416 51.35619044303894 0.20503186220354658 0.15312898 0.009835787828901035 -3.110034415619918 -1.0422040202988159 16.975387404967712 95.80981731414795 0.47470871023951927 0.1493501 -0.049487969876142804 -3.1110160538279494 7.027948011118304 22.312622890333476 124.9645471572876 0.26827941610665107 0.15920106 3.1230726608572428 -3.135219521942087 -5.460957051637154 8.57266805629866 46.99532687664032 0.21220273596217987 0.15047203 0.031075529082732443 -3.0912829247587403 1.3407909196074066 4.4294924428348414 18.864068388938904 0.39745090773377817
ID_7db2aee6a,0.1392144 2.998418997469856 -3.10896102537448 -34.08287471952402 13.663246384895347 57.36680030822754 0.22817245802262912 0.148852 3.0108212821682128 -3.1216606461727103 -25.041665803268046 19.38161844858184 82.15056657791138 0.4100797412363419 0.13505384 3.1402812275920837 -3.1308899374031505 -19.039584246192373 8.441426793656667 35.12619137763977 0.3712770971032571 0.14859481 -3.1072208726418853 -3.1290778295421084 -20.8985623013497 11.361103472239556 46.43087685108185 0.44114526852614044 0.1377405 -3.1191772537664533 -3.1330904980474195 -17.990970246041073 10.389328167768161 42.82994866371155 0.279606789619407 0.14773661 -3.1241451736462924 -3.135902814688631 -22.10554607678066 13.522447761541805 54.74522113800049 0.3821810651572854 0.1506533 -3.137284674537864 -3.136418754356452 -23.94564772925571 15.305165363446445 61.954134702682495 0.49223671396072377 0.15137465 -3.1047667181042824 -3.12327251968021 -29.502085123429346 19.66291556454136 81.66509866714478 0.3619478510990263 0.15463157 2.950697112606044 -3.127722693728753 -27.40524206234085 21.42067040239301 87.1150553226471 0.21090411924622077 0.15620774 3.109470370132938 -3.1328244247757873 -16.860522986888977 17.034786851825604 68.24930906295776 0.5123633201326477 0.1441942 -3.0927059597879825 -3.132354350882121 -19.74523333248874 7.997353348502751 31.493091583251953 0.32576002639443574 0.14249307 3.1335097322178123 -3.1367529948526105 -21.216305833399893 8.566814162998583 34.07730460166931 0.30354376495807217 0.15535694 -3.1256116880027203 3.138042105483361 -21.562043657870145 9.78203794302215 39.138466119766235 0.3142460077204213 0.15750691 0.034415516520214545 -3.0996556376391133 -1.6446284813904575 15.712821465914097 61.15332841873169 0.46249038202200604 0.14500526 -3.10748901993378 3.1400308703356465 -18.85155965894055 6.713143386665524 25.778263807296753 0.27211149508590193 0.15538236 0.018377244115962182 -3.0914844704144677 4.807720364866495 11.758329737626326 44.801732897758484 0.32627294791212896 0.15936483 0.04237310984498604 -3.0880209674411496 5.579049448104757 10.608875931590342 38.92175853252411 0.45343851537217045 0.15927102 0.016274867643402243 -3.098357970016547 16.142295087866238 15.17597937194112 54.86553907394409 0.36186984457505267 0.15805633 0.04335346744664755 -3.095750132697173 15.998390763888768 13.258244597992903 48.68348240852356 0.49735271366340783 0.14860669 0.00479970566026296 -3.097129026549407 -2.179675938982075 6.581672825306056 23.556941747665405 0.47006210556421746 0.15610896 0.020018133858138578 -3.0993513484769544 18.015725421840774 13.109633046531034 46.4335173368454 0.4615597255052139 0.15966088 0.03241490181903124 -3.095414402084895 17.642316351594523 11.82270531021061 40.48154652118683 0.5029549459257696 0.1555326 0.0493101036570847 -3.092709260182925 12.976873616725452 6.739293441590271 21.388855576515198 0.37903709866233276 0.1458861 0.023558344263219868 -3.098885702090808 12.017794234764585 6.184874084123519 19.492417573928833 0.3093381565150899
ID_dde8e4947,0.14770296 1.3229096360143027 -3.1095878948741635 -10.383660524534372 12.112485518612475 61.57325506210327 0.44476687882757177 0.14489698 1.9113876208236502 -3.105595776932784 -7.328130339744909 12.724233478788843 63.856565952301025 0.27162947089196676 0.1506765 1.2446646905214107 -3.109319897490092 -13.587924493067856 4.502075767681995 22.06348478794098 0.24289834439191615 0.15870488 1.148526445182449 -3.1114241537922105 -13.89596525752065 7.363972119476811 35.819679498672485 0.28572565240730596 0.14091899 -2.04288199872918 -3.1061507632308683 -12.224704178754966 9.477616582928372 45.06103992462158 0.2444449055056379 0.14627258 2.9992717879655637 -3.128949128212877 1.9667333313363364 9.90019568254354 49.60962533950806 0.43128810579427607 0.14616579 2.9325312225517277 -3.123095739754387 3.9549489377840232 11.000849759093118 53.97508144378662 0.26265274194535176 0.14895347 0.2005227538044878 -3.117054274427243 6.793130654395603 13.685172473490942 66.07980728149414 0.30028319363611866 0.15368083 -0.0031927425433620907 -3.1129185055666646 8.317841428165464 15.140613649903012 72.60038256645203 0.3145714158857701 0.15479803 3.1097958083932595 -3.1348950659208974 -0.47559333420217215 8.587602564975436 39.98312950134277 0.5544967031386416 0.1403799 3.069551640048863 -3.132902804883667 -1.4036980155455392 7.385031919075215 32.37607479095459 0.4527187655597304 0.1486733 3.1364626322857503 -3.1371425559097013 -2.948967943604961 5.486011631275901 22.322233021259308 0.5131840914796295 0.15909928 0.04123266058687447 -3.083980379747697 7.509718219541356 6.40313116775988 25.246745347976685 0.3939299734562661 0.13774903 0.040764033470752185 -3.0955975373559674 7.69245600577221 5.60748800637816 20.755676925182343 0.22500242742534662 0.16064562 0.025500118259869597 -3.0855682027810296 8.229507988028576 6.416671280725204 22.63142615556717 0.3909535943102758 0.15270239 -3.137258723414619 3.139089310663291 -4.410679485145583 3.829088052741707 12.890051305294037 0.3486227925013963 0.14919977 0.03716773157086944 -3.0903192852907857 7.814632692229407 4.992083637833386 15.086795389652252 0.3883981455471653
ID_26a151bc2,0.13888334 0.20960797852531765 -3.099791733669587 -18.366516116932345 15.553513210745063 89.54126834869385 0.23475514641245246 0.1386814 3.080839915251785 -3.1294870247417172 -18.27213468050933 6.547552053632597 34.78079438209534 0.3145986678754661 0.14977911 0.19973318251182035 -3.106353884684392 -11.753722522708616 10.992512216930415 58.31649899482727 0.3201257329767887 0.1472994 0.002934321258419795 -3.100115204351493 -8.013921196430688 11.820659896497752 63.481658697128296 0.3028979105097596 0.16562456 0.10148580858947578 -3.0961033423715314 -1.6506870317579714 13.565289099346668 70.68511247634888 0.18300883108505636 0.15395203 0.04463480199354326 -3.097847970324107 -1.7011451462989258 11.716596147178574 58.94644856452942 0.281733663570575 0.15454307 0.06544114637120213 -3.0981048328154763 3.20364282120306 10.829285879625669 54.61474657058716 0.4570658163577491 0.14637384 -0.4818239822771544 -3.1044141819053372 5.760101349704865 12.194629123568172 61.201804876327515 0.33266456264046407 0.15030289 -0.1414615148111095 -3.102246197062083 15.23024834404688 20.485022984996778 102.07891464233398 0.19448815808765874 0.15786527 0.034333462536114384 -3.097354682283946 -10.57044235405704 6.664454937009182 33.030590415000916 0.45530188240222397 0.12229242 0.008172191889242944 -3.101890644180127 -5.470584430667713 5.0782881421308925 24.901200830936432 0.2334861051601087 0.1442077 0.03001611736573722 -3.0958957617455205 -2.6909410762749277 7.280759067281508 35.72588562965393 0.4387473489038649 0.15617593 0.011060687637537788 -3.100266920524188 -6.159965658815486 5.837275942483313 27.11273431777954 0.471199617720113 0.15721476 0.025100595653384513 -3.101584157096692 -2.622799016034136 6.750156436641153 31.285351514816284 0.29904923637815023 0.12523887 0.051981936725613125 -3.0936627258830747 3.835564792118106 6.517543002469641 30.422335863113403 0.20485098268841614 0.15242441 0.06741928272615011 -3.0978069101744374 8.963210479087284 9.665716439513531 45.29827833175659 0.4542418855498465 0.14874598 0.012036228086530354 -3.0969088842445096 -3.133117407546358 5.78812062741565 25.89545249938965 0.4829212661660109 0.16267692 0.03581769567798581 -3.0866442528837403 3.40949934870979 7.5292766094487575 33.829694986343384 0.49897321752537216 0.15889761 0.007760781562443317 -3.0984467585855207 0.26333194025955436 5.810661088038849 25.18267035484314 0.39885741433983424 0.15720296 0.03259627950414275 -3.0939768125587186 9.302612022022547 7.643630355610533 33.098310232162476 0.5259516508154858 0.14755389 0.02712384178753672 -3.093889156477996 2.964453915650697 4.275219445700302 15.590059757232666 0.39465862527235496
ID_d7cacc444,0.14463995 1.9938471480894964 -3.113600129383155 -24.4403296760184 9.539917966489817 57.05243945121765 0.45903535032863135 0.13625492 1.8403152283942545 -3.1064868961744985 -24.221909725757406 11.580156754065916 71.54818177223206 0.37705793060812004 0.14969313 2.6103557193338434 -3.1063317378335675 -18.21794797067033 13.757620488906586 82.90308713912964 0.20077002216304016 0.15901582 2.041607584457665 -3.117962047579237 -24.87700526593201 12.769196019350899 73.88132214546204 0.18451120874940294 0.15428627 1.9024049246029053 -3.1213047691904983 -14.653355242135508 12.787277551607259 72.02808856964111 0.3591752191171841 0.14504586 -3.0973623901825045 -3.121852170797535 -8.163150291484465 14.74168659656913 80.46920895576477 0.2910293950302388 0.15209955 0.018114569932144112 -3.1060013790899 -0.8475217497237244 13.181047940808797 74.20423626899719 0.3725169722071767 0.15825438 3.0256825459954766 -3.129332821937748 -5.743717908082986 11.29392723194105 59.947121143341064 0.5473557969149196 0.16417713 0.13884184803341276 -3.0962090996378144 5.920958380055712 10.323467453060843 52.018898725509644 0.3216208885984917 0.15839913 0.0002175689806010851 -3.0944168252223214 6.1706286148497345 9.560011908617852 47.77752757072449 0.4209983874441162 0.14665557 -0.6243240927827463 -3.1163753551715097 13.899767527900494 12.076173559037088 60.81899404525757 0.3411338805041925 0.13853543 3.1312262136502085 -3.137028759466954 -5.489075216662092 2.5813135249592105 10.191211849451065 0.3423297893804166 0.15270486 0.04155425526809709 -3.0896047112816056 8.622873548911135 4.709249532766591 14.768967032432556 0.35597689543003014 0.16084592 -0.021044797754316776 -3.0885845256322106 7.3391037122401 3.9948372119903635 12.01733723282814 0.2310197233802665
ID_322087612,0.15462433 3.1288372794404427 -3.131999161215969 -13.58360435697064 12.513674397959104 74.19701218605042 0.3905794847303942 0.14907242 3.076489918127197 -3.1255899911099156 -14.196600173762219 13.202243889519794 81.52989149093628 0.2640402712178186 0.15337625 -3.13055715117753 -3.1267466360055884 -11.227776001733412 15.424384022900684 94.84163522720337 0.2958897236707391 0.15262999 3.135964655339944 -3.135927941771694 -15.083916639140027 9.768962488035502 54.339563846588135 0.522618202180396 0.15539116 3.13524364247696 -3.1306798962228974 -15.346596003892405 11.57582208724416 64.98429775238037 0.30181808107552854 0.15572393 3.0401911968443187 -3.1381540802591523 -15.779801196641122 12.45974488602096 70.32527327537537 0.24766854737041005 0.14494084 0.018077160222389997 -3.0954796356433114 2.921276905095326 12.982381716576455 72.82845973968506 0.22786784774858818 0.15355201 0.013388841824652904 -3.099061781662055 3.5313597270386983 11.477507362304461 62.18099594116211 0.4662693733305801 0.15331146 0.001954862148769473 -3.0963180010491094 -0.5610179880102805 7.396763537573547 38.416433334350586 0.4980732824782824 0.13852416 0.043998240032257024 -3.092837592708417 2.955943159979319 5.434041940516534 25.196543335914612 0.312915030926283 0.16371445 0.04795077683407155 -3.0812898968630513 3.1850027568546007 6.07817058492363 27.088144421577454 0.4295717293873772 0.15959635 0.02319826586973941 -3.0900900830798825 3.4126662154786027 4.390585959189775 18.27072650194168 0.41817168232760976
ID_81491060d,0.14507781 3.1251712802162808 -3.1226953902565917 -29.554749699959586 12.211301582413041 72.35913872718811 0.42990851730133367 0.14997897 3.0090269426748915 -3.1111149584227284 -28.984406042199208 13.917429110174204 83.40820670127869 0.3521603289748465 0.14450067 3.052385035175702 -3.110632013651081 -13.745662930776337 8.712948695031045 51.26457214355469 0.41644825568585914 0.14238845 3.1270807339924875 -3.121698174747177 -7.142947004142693 18.67659203753883 111.70612573623657 0.1952398264102076 0.14439954 -3.1050010118617197 -3.12720691611106 -22.256807127828573 8.874344806909798 49.03287589550018 0.4853748323038092 0.15828109 0.02008746771219489 -3.0999917594068727 -7.424719512237712 6.489960319217501 34.882256388664246 0.2900055390223816 0.15294087 -0.11512204228945333 -3.1132016723328313 -7.686763741135487 7.120041501231053 38.214272260665894 0.2580234303235899 0.15127999 0.02667644198914806 -3.0999057946079454 -9.532489371041084 6.115179790108308 31.642591953277588 0.5218190457984948 0.15798016 0.026640486263661604 -3.104283223050185 -7.807105877331634 4.879962075882808 22.65523076057434 0.3838309436006617 0.15530252 0.01101480557746422 -3.110448448108979 -6.996027090725556 3.723918246514206 15.440022945404053 0.30365111466414924
ID_49c4b963c,0.151968 0.12498402301907806 -3.107631394761153 15.570938080102826 13.841008693112343 63.816821575164795 0.30343293493224294 0.14754036 0.5583758475982631 -3.105110427486249 12.128456989448019 8.580507338081105 38.320037722587585 0.33712978744960953 0.13591981 -0.6828814574486165 -3.1134777312451085 13.314531265265959 9.07497789538386 39.98590707778931 0.2373994811437026 0.14476597 -1.4872767414847512 -3.1109488905691585 16.154191569092347 9.960993860779476 41.54419302940369 0.227339637169689 0.13526972 -1.6578054222340768 -3.1160292906039437 16.07011892521196 9.355799604521422 39.51327204704285 0.21367770343582496 0.14871195 0.4044875252731103 -3.110519891726323 18.188962761834546 9.019541740445462 37.16217279434204 0.22627541516155508 0.14648427 -3.139908704104251 -3.140898434566804 -9.659096172165999 4.051205435741493 15.992486476898193 0.4803199060592591 0.16136928 0.052452739216025494 -3.101161701726266 17.05177410532264 7.3126233730223404 28.79738211631775 0.21464507140985953 0.14896858 -0.2993558196149339 -3.097835300611802 15.672230504553736 6.52498360259397 25.58751106262207 0.333897922766506 0.1536847 0.023317774320497357 -3.0896182899647435 7.578098480184015 4.2083270848083245 12.595774233341217 0.3889465759765373
ID_e3da9a6a0,0.15427296 2.246620853598018 -3.115893142419406 7.638983048951375 7.82834216955122 38.619476556777954 0.2135425008891868 0.15102232 0.7986300318653586 -3.105917314189025 9.423074525617265 8.277372007885344 40.63912034034729 0.28982246171342035 0.1516586 0.030013524090117028 -3.0933308397703847 -2.5312306033267986 6.418345123557415 28.53001058101654 0.49556695266432116 0.14726008 0.01562785114138292 -3.09060866211588 2.4975077549791758 1.8016745661785214 5.8525532484054565 0.23449315356455194
ID_34da5bfe3,0.15129793 0.07292752705692188 -3.1030447875433644 -1.0172200170901884 19.119004499994833 92.3798680305481 0.3717325260155133 0.14887922 -0.05112852522859594 -3.108766833441802 0.602609249077939 19.815631373364745 94.69862580299377 0.2944598247325798 0.15180072 -0.0008589513964018195 -3.0984988530450543 -14.778978800823012 9.860434422179873 45.70980966091156 0.2642054964114373 0.15128759 0.023809310592125786 -3.09308913548524 -6.851494838816707 14.034411495280542 63.7054443359375 0.36861836706956147 0.14758696 0.015212685146730354 -3.1012619232111653 -17.93826187911935 8.821599222813868 38.9528751373291 0.2298244989186319 0.15286362 -0.012302280053663834 -3.1039139312976083 -2.3869465900683218 10.719200676194024 48.47002625465393 0.2894204082905692 0.14407027 3.021028367318611 -3.129815662401267 -6.749640521983676 5.104134648459541 17.08110123872757 0.22386398595897042 0.15375915 3.1399432043434836 -3.1349907276504716 -5.583655133766644 4.336120951752784 13.936600089073181 0.2728347393755191 0.15396792 0.02843763784909594 -3.0976606366508683 -4.886121994424041 4.59366695751361 11.705327033996582 0.30270645714701006
ID_efe4dceea,0.15241289 -3.1117998765916663 -3.1333797854655465 -8.092557268965505 18.32210139795047 91.9106125831604 0.32707565107628084 0.15664898 3.126092671939421 3.1367612947993955 -6.284119173972374 18.78511818154567 97.96190857887268 0.46040699047814754 0.15056181 -0.00459764809168683 -3.10562306095893 3.1413499239799743 19.22976108685736 96.55296802520752 0.39109095231343977 0.15964213 -0.013961055699801024 -3.1071439442508897 0.2637240581784196 18.38445618899624 87.82765865325928 0.3051311867156936 0.15766013 -3.134827876617946 -3.1366960184001407 -7.455472811850668 11.22122142716792 51.112526655197144 0.4297819342668817 0.15054786 3.087672482400575 -3.1284349021785935 -6.033108371664741 11.774597842376759 54.88532781600952 0.39039687705134896 0.13978696 3.1293358758966763 -3.1283564550154885 -4.940550390497563 5.494401035899863 23.38288724422455 0.3775938509058017 0.1584433 3.118927659594214 3.131940586613961 -4.0874370021523045 4.956061926982091 20.33984512090683 0.23959928011175918 0.13423216 3.127085175452056 -3.126641037064143 -3.341284386897392 2.4317566652079576 7.680793106555939 0.23074730962856227 0.14634992 3.139415440768779 -3.1349122301959476 -4.581278586421109 3.4448808307939025 10.629131644964218 0.3922706767029804
ID_218035e22,0.15197721 3.08011315143446 -3.1317178217046937 -11.511512538419083 15.427351473336746 87.71750330924988 0.3218393203589975 0.14037181 3.1061111199052083 -3.128491176413842 -10.296520590244288 8.544141495507908 46.700432896614075 0.3233520340714641 0.15671165 2.9789852082109283 -3.132751267524906 -8.498214447970081 10.817912202120064 56.97288513183594 0.5569832473268916 0.14989582 0.020812344976174155 -3.1022067350619515 -1.4263214965423336 10.883442689032423 59.42911505699158 0.4353809964156333 0.15006149 -3.1339891419580277 -3.1329346132748803 -11.754543335300614 7.156464984293302 36.9972288608551 0.4540075957953977 0.15471631 3.1120513713331897 -3.1330616028332194 -12.066220842175795 8.723660197911133 44.90806758403778 0.5200451305453938 0.16137326 3.099180624469681 -3.1375475508444985 -10.878567795763292 9.631935628600985 50.27143359184265 0.3488004533245638 0.15013514 -3.141541447200348 -3.1407221165769776 -11.021798928023172 6.4965865473766655 30.073535442352295 0.5577502803592415 0.13809045 -3.1383269396111784 -3.1357949060672006 -9.770525868053054 4.589121628397502 20.352160930633545 0.3722715434431992 0.1378875 3.1347368875938066 -3.1315055937790355 -9.720536529999375 3.7103448395255496 15.275295078754425 0.2788927285022471 0.15290627 3.110444973129376 -3.13902289991314 -10.756739313472671 4.295960127325117 17.006400227546692 0.2609406233888753 0.14570217 -1.8224380691676207 -3.132326526688882 14.849281480432296 5.589266186598879 21.963517367839813 0.19472756459063933 0.14241958 3.1344590041078693 -3.1336498969518622 -4.234918689253236 3.578919197490781 13.677561283111572 0.3873777035219123
ID_7cb9d50e9,0.14162502 -0.01736697173420785 -3.088330904143401 -43.873765260332405 8.569787198165082 108.37481021881104 0.3077721887738068 0.14425159 0.03134453957376079 -3.093439685302325 -37.55939335302343 8.890544955188865 61.629486083984375 0.31249627009760816 0.14578569 0.006572916893100298 -3.0953724068873605 -47.173416139617 11.847897336860438 79.53349351882935 0.37775028364117136 0.14409326 0.02569827316792846 -3.0932019782536706 -31.960335295283315 8.209377918762774 50.98254680633545 0.4784972487831946 0.14659537 0.13263129302115717 -3.0905455966764173 -36.544337852348065 16.60698830419515 103.97803783416748 0.2314606375743094 0.15024683 0.034260223923993416 -3.0921415147655686 -23.165395747464764 13.335165118480408 80.10739088058472 0.4060551268464839 0.14534546 0.0448240517890129 -3.092556269960948 -20.41344808021462 12.156998713507047 71.39692306518555 0.38594370497966096 0.1558524 0.0365173276310962 -3.0930447933548173 -18.315590934504538 12.191714930340577 67.31288433074951 0.41999672358207807 0.15029866 0.06366612441209732 -3.0905623120539865 -15.214607273390667 11.062613611722671 62.413907051086426 0.47374607435681687 0.14461643 -0.000853736456160891 -3.0985015985840043 -15.985279980240977 6.080623613313117 33.08924734592438 0.5122183587113293 0.15467149 0.03485804333373573 -3.0971283001177987 -9.479896602847134 10.032304746281838 52.43149995803833 0.48615630020838646 0.1491851 0.09697078779854254 -3.0963527133041104 -7.5624427743755165 10.688027042731097 58.09653401374817 0.2805188808495802 0.15255567 0.6339961923410566 -3.1045788769894322 1.1990156160569376 10.377869974185394 56.64255619049072 0.2066661203928658 0.15761948 0.8576940895028379 -3.107481153803416 3.82112845296584 11.438675706887924 60.61030030250549 0.21831580574632803 0.14237492 0.790865665105171 -3.104106230782815 6.568319133703238 10.0957084421036 52.3004949092865 0.22809695168942387 0.16129796 0.13943196581308795 -3.1005448942356786 4.142536705041611 8.809009455853309 46.304717659950256 0.22085965680981187 0.16168422 -0.007870874986925113 -3.0895088260346135 6.092241088349488 8.155179720826009 41.70432090759277 0.3010356627479363 0.14202583 -0.05205276351063482 -3.1151715127104005 11.703958600319277 9.302824687666753 47.69848883152008 0.2668050508883888 0.13225888 -0.40409930731963745 -3.1153933872752866 28.73638228328829 13.50220112624089 69.58169937133789 0.23139931766975377 0.15768632 0.03839797753398765 -3.0877354611926755 -1.9566952130048667 6.615813912820123 32.575178146362305 0.21779165506130022 0.15005776 0.012669235379305135 -3.10902854998643 9.941994633172285 8.344971340617679 40.69305062294006 0.2185988723638243 0.15763752 0.05481512649494119 -3.104407424228736 14.97407877401198 10.091065962805143 47.96486794948578 0.2046529356809367 0.15310277 -0.1435931422948389 -3.1071213391893586 14.709933302610175 9.321715510026573 45.33977210521698 0.40882598541218884 0.14894596 -0.27931417931351016 -3.1074210611456117 22.958013254089902 11.482083399786344 55.27207851409912 0.21692772134307522 0.16262844 0.04917952438827147 -3.085104828821965 -2.2291673066619824 6.442315850899737 30.52285611629486 0.18380105280483566 0.14825433 0.020777125489556396 -3.1010754389041146 7.757902565215033 6.729313426025517 31.2823623418808 0.21836857902859785 0.1436187 -0.3294741125342176 -3.1015707199745854 19.926445846746542 8.608801637339326 38.59373927116394 0.20397230865669363 0.14943004 0.1167466840129854 -3.0947581996494016 -10.542499720112062 4.5553889173204585 19.690199196338654 0.34804908314716465 0.15463677 0.03451641019356466 -3.0951112528615674 -4.40622642633501 4.7259638118034655 19.323930144309998 0.4091221980111313
ID_4b27d3343,0.1436688 0.0381080228489592 -3.105988634871789 -4.651600801665749 16.11244009349521 99.84349608421326 0.20680052241697677 0.15289369 0.039072212527268176 -3.0968556125932416 3.9704788118548326 19.130452451223015 120.62017917633057 0.31201339313776505 0.13681519 0.0042201885743612215 -3.1046742555969438 5.622291595974342 16.86534682395851 106.92470073699951 0.20214954116488593 0.1634744 0.051491615216755306 -3.1158504356914243 -4.8715251564370785 17.530684009400247 104.19543981552124 0.23891091404825934 0.16096205 0.0370024186499267 -3.1047075671427926 -2.0299566454026103 15.953252772486572 93.97812485694885 0.25130729940866775 0.15394622 0.09966030386579386 -3.098921092348643 4.7801043812153114 16.18741585334861 95.16245722770691 0.20778595931425695 0.15539607 0.004312023039656118 -3.1026744191818914 5.8420589186471705 14.909402667162436 88.60924243927002 0.39397173011548575 0.15968576 0.22297217626727645 -3.1029416528814515 6.846998540157036 9.314460121596328 53.94899249076843 0.20632953860109463 0.15474796 -0.057409558652392716 -3.1003508662157735 7.434992228565886 9.084470275203318 50.61529874801636 0.47967246486202125 0.14757504 0.00747761745906629 -3.095533276098319 5.76181989213275 6.487956924948524 33.62165689468384 0.30735035855675685 0.1524365 0.010105027805593988 -3.090439761179038 3.339439959775331 2.36659089115012 8.734790980815887 0.29165342013600604 0.1524262 -0.37913086075045893 -3.102090226607867 8.617443868043276 3.246102486046032 11.820866167545319 0.23129811261405386
ID_2009611e4,0.14940889 2.834267310026619 -3.1179357302659234 -28.853873583206962 12.523244726019227 74.02685880661011 0.35112917435874597 0.14909819 -3.1359374817891084 -3.126293847458907 -17.706488077617852 16.783952340940775 99.55720901489258 0.3302113538022766 0.14395064 0.013769636685778925 -3.0958304350548467 -8.81921440295738 14.244883971270268 81.26069903373718 0.2820594415009155 0.15114322 0.007099056062741474 -3.100008228915282 -7.644020522765965 11.943189349473517 62.865400314331055 0.5107037432546925 0.14056522 -0.00952742997291881 -3.1012440008395394 -1.982899474507614 8.390283666627809 43.21334958076477 0.38184424869896505 0.14995702 1.589873375485195 -3.114474292966076 11.582875101069735 8.823656417696792 44.666606187820435 0.4007549584457071 0.15036693 -0.006765019400524543 -3.098221982019492 -5.287388078272048 7.35122710469183 35.487717390060425 0.5278629352331498 0.15458333 1.8392419250830396 -3.1046559420698365 13.977105855454486 8.423965581997345 40.10902643203735 0.43894958834714126 0.12642959 1.703828254410407 -3.1186640375577888 14.492492140627254 6.8128380649155424 32.95642137527466 0.23967630843408028 0.13484967 1.6811922105183073 -3.1057931204610547 14.146981870174368 5.2853305988680885 23.656369745731354 0.38343704916387256 0.1555229 1.7832434397614907 -3.1106746440106114 13.02921997854044 5.107634704042082 21.764159202575684 0.23617841248143412 0.15029074 2.0225995843722813 -3.115217140065976 10.953356208820768 4.119270723283867 17.55765527486801 0.24292925264936735 0.155215 0.027278918398244253 -3.0876711179786405 4.865990682974291 4.631514458414575 15.75973629951477 0.45727986606617693 0.15059584 0.0066705447719398875 -3.098289495455571 -4.297749367364601 3.1510265753368865 8.56003612279892 0.3088926426943384 0.15663408 0.0015395006827482484 -3.0881074500554284 5.953394461267985 4.120537082818299 10.772711783647537 0.34545540801965113
